Aikaleima;Vapaavalintainen anonyymi tunniste ;;Kysymys;;;;;;;;;
2.6.2020;34725;3;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
2.6.2020;123098;2;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
2.6.2020;145789;4;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
2.6.2020;222426;5;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
3.6.2020;290520;2;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
2.6.2020;369369;3;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
2.6.2020;2905202010;4;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
2.6.2020;029;3;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
2.6.2020;0907;5;Pelkaan, etta en ole riittavan hyva.;;;;;;;;;
3.6.2020;1500;4;Koti on turvallisen tuntuinen paikka minulle.;;;;;;;;;
3.6.2020;7968;5;Koti on turvallisen tuntuinen paikka minulle.;;;;;;;;;
3.6.2020;9253;5;Koti on turvallisen tuntuinen paikka minulle.;;;;;;;;;
3.6.2020;34725;4;Koti on turvallisen tuntuinen paikka minulle.;;;;;;;;;
3.6.2020;123098;5;Koti on turvallisen tuntuinen paikka minulle.;;;;;;;;;
3.6.2020;145789;4;Koti on turvallisen tuntuinen paikka minulle.;;;;;;;;;
3.6.2020;222426;5;Koti on turvallisen tuntuinen paikka minulle.;;;;;;;;;
3.6.2020;2905202010;5;Koti on turvallisen tuntuinen paikka minulle.;;;;;;;;;
3.6.2020;029;4;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;1500;2;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;7968;5;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;9253;5;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;34725;4;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;123098;4;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;145789;3;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;222426;4;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;2905202010;3;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
3.6.2020;029;4;Uudet asiat ovat mahdollisuuksia ei uhkia.;;;;;;;;;
4.6.2020;1500;;Luotan tulevaan.;;;;;;;;;
4.6.2020;7968;2;Luotan tulevaan.;;;;;;;;;
4.6.2020;9253;4;Luotan tulevaan.;;;;;;;;;
4.6.2020;21084;4;Luotan tulevaan.;;;;;;;;;
8.6.2020;34725;3;Luotan tulevaan.;;;;;;;;;
4.6.2020;123098;4;Luotan tulevaan.;;;;;;;;;
4.6.2020;145789;4;Luotan tulevaan.;;;;;;;;;
4.6.2020;222426;3;Luotan tulevaan.;;;;;;;;;
6.6.2020;290520;2;Luotan tulevaan.;;;;;;;;;
4.6.2020;369369;4;Luotan tulevaan.;;;;;;;;;
4.6.2020;2905202010;3;Luotan tulevaan.;;;;;;;;;
4.6.2020;029;3;Luotan tulevaan.;;;;;;;;;
6.6.2020;0704;4;Luotan tulevaan.;;;;;;;;;
4.6.2020;0907;3;Luotan tulevaan.;;;;;;;;;
4.6.2020;1500;3;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;7968;2;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;9253;5;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;21084;3;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
8.6.2020;34725;3;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;123098;4;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;145789;1;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;222426;4;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
6.6.2020;290520;3;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;369369;4;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;2905202010;4;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;029;3;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
6.6.2020;0704;4;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
4.6.2020;0907;4;Minun on aina suoriuduttava hyvin elamassani, etta parjaan.;;;;;;;;;
5.6.2020;1500;3;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;7968;5;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;9253;4;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;21084;4;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;123098;4;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;145789;4;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
6.6.2020;222426;5;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
6.6.2020;290520;3;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
6.6.2020;369369;4;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;2905202010;4;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;029;5;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;0907;2;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
8.6.2020;34725;4;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
8.6.2020;0704;4;Uskon, etta selvian taman paivan tehtavistani hyvin.;;;;;;;;;
5.6.2020;1500;3;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
5.6.2020;7968;3;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
5.6.2020;9253;5;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
5.6.2020;21084;3;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
5.6.2020;123098;3;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
5.6.2020;145789;2;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
6.6.2020;222426;4;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
6.6.2020;290520;3;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
6.6.2020;369369;4;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
5.6.2020;2905202010;3;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
5.6.2020;029;3;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
5.6.2020;0907;5;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
8.6.2020;34725;4;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
8.6.2020;0704;2;Haluan palautetta melko usein, silla muuten en tieda, ollaanko tyohoni tyytyvaisia.;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
